source_file,original,s1,assumption,preprocessed,canonical
first_file.json,"B^{T} + 3\,X = C\,A^{-T}",X = \frac{\frac{C}{A^{T}}-B^{T}}{3},\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}",X = \frac{\frac{C}{A^{T}}-B^{T}}{3},\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}",X = \frac{\frac{C}{A^{T}}-B^{T}}{3},\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}",X = \frac{\frac{C}{A^{T}}-B^{T}}{3},\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}",X = \frac{\frac{C}{A^{T}}-B^{T}}{3},\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}","X = \frac{1}{3}\,(C\,A^{-T}-B^{T})",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}","X = \frac{1}{3}\,(C\,A^{-T}-B^{T})",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}","X = \frac{1}{3}\,(C\,A^{-T}-B^{T})",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"6\,k-12-12 = 2","6\,k = 2",\textrm{wahr},(6*k - 12) - 12=2,6*k - 26
first_file.json,"A\,(B^{T} + 4\,X) = C^{-T}","B^{T} + 4\,X = C^{-T}\,A^{-1}",\left( \left( \left( \left( A = \left( \begin{array}{cc}0.28632936898813277& 4.138719569059324\\5.056701024294089& 0.9212087417189476\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-3.6698232545664684& 0.9769621027627959\\0.33090555905854036& 4.887996803332596\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}5.776219229888541& 4.745753543528069\\4.727396250332836& -3.332859856849774\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}0.9222650020570305& -0.09092819579434257\\-0.2397437997949794& -1.2145815981257437\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A(B**T + 4*X)=C**(-T),A(B**T + 4*X) - 1/C**T
first_file.json,"A\,(B^{T} + 4\,X) = C^{-T}","B^{T} + 4\,X = C^{-T}\,A^{-1}",\left( \left( \left( \left( A = \left( \begin{array}{cc}0.28632936898813277& 4.138719569059324\\5.056701024294089& 0.9212087417189476\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-3.6698232545664684& 0.9769621027627959\\0.33090555905854036& 4.887996803332596\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}5.776219229888541& 4.745753543528069\\4.727396250332836& -3.332859856849774\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}0.9222650020570305& -0.09092819579434257\\-0.2397437997949794& -1.2145815981257437\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A(B**T + 4*X)=C**(-T),A(B**T + 4*X) - 1/C**T
first_file.json,"A\,(B^{T} + 4\,X) = C^{-T}","B^{T} + 4\,X = C^{-T}\,A^{-1}",\left( \left( \left( \left( A = \left( \begin{array}{cc}0.28632936898813277& 4.138719569059324\\5.056701024294089& 0.9212087417189476\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-3.6698232545664684& 0.9769621027627959\\0.33090555905854036& 4.887996803332596\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}5.776219229888541& 4.745753543528069\\4.727396250332836& -3.332859856849774\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}0.9222650020570305& -0.09092819579434257\\-0.2397437997949794& -1.2145815981257437\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A(B**T + 4*X)=C**(-T),A(B**T + 4*X) - 1/C**T
first_file.json,"A\,(B^{T} + 4\,X) = C^{-T}","B^{T} + 4\,X = C^{-T}\,A^{-1}",\left( \left( \left( \left( A = \left( \begin{array}{cc}0.28632936898813277& 4.138719569059324\\5.056701024294089& 0.9212087417189476\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-3.6698232545664684& 0.9769621027627959\\0.33090555905854036& 4.887996803332596\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}5.776219229888541& 4.745753543528069\\4.727396250332836& -3.332859856849774\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}0.9222650020570305& -0.09092819579434257\\-0.2397437997949794& -1.2145815981257437\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A(B**T + 4*X)=C**(-T),A(B**T + 4*X) - 1/C**T
first_file.json,"A\,(B^{T} + 4\,X) = C^{-T}","B^{T} + 4\,X = C^{-T}\,A^{-1}",\left( \left( \left( \left( A = \left( \begin{array}{cc}0.28632936898813277& 4.138719569059324\\5.056701024294089& 0.9212087417189476\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-3.6698232545664684& 0.9769621027627959\\0.33090555905854036& 4.887996803332596\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}5.776219229888541& 4.745753543528069\\4.727396250332836& -3.332859856849774\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}0.9222650020570305& -0.09092819579434257\\-0.2397437997949794& -1.2145815981257437\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A(B**T + 4*X)=C**(-T),A(B**T + 4*X) - 1/C**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C^{-1}\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C^{-1}\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C^{-1}\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}","X = \frac{1}{3}\,(C\,A^{-T}-B^{T})",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{-T}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A^{-T}","X = \frac{1}{3}\,(C\,A^{-T}-B^{T})",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=C/A**T,B**T + 3*X - C/A**T
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A^{T^{-1}}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,\left( A^{T}\right)^{-1}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,\left( A^{T}\right)^{-1}",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"A^{T}\,(B^{T} + 3\,X) = C","B^{T} + 3\,X = C\,A",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),A**T*(B**T + 3*X)=C,A**T*(B**T + 3*X) - C
first_file.json,"B^{T} + 3\,X = C\,A","X = \frac{1}{3}\,(C\,A^{-T}-B^{T})",\left( \left( \left( \left( A = \left( \begin{array}{cc}2.258159581180286& 4.066909860494066\\4.835690024640064& -0.3825433854010196\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}2.013168073633409& 4.848041088109815\\3.3455958692354066& -1.0476350815272815\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.41228891338345974& -1.0299665249151522\\-0.3185983673214956& -2.5451544027205286\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.6935095690984646& -1.3214250557220897\\-1.577108529741428& 0.3745172901837093\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),B**T + 3*X=A*C,-A*C + B**T + 3*X
